Date,Mysore,Kodagu,Mandya,Hassan
03-Oct-14,0,0,0,0
04-Oct-14,0.05,1.47,0,0.34
05-Oct-14,0.99,1.34,1.41,0.06
06-Oct-14,29.65,25.24,18.94,3.08
07-Oct-14,4.41,9.85,5.66,16.31
08-Oct-14,6.3,1.74,26.14,10.35
09-Oct-14,3.84,7.52,10.55,12.99
10-Oct-14,3.98,2.83,1.92,4.78
11-Oct-14,7.6,7.93,6.55,5.99
12-Oct-14,11.78,4.28,1.11,6.42
13-Oct-14,8.04,1.34,10.6,0.39
14-Oct-14,0,0.02,0,0
15-Oct-14,0.62,0.12,0,0
16-Oct-14,3.14,2.67,0.39,3.51
17-Oct-14,0.07,0.47,0.08,0.72
18-Oct-14,10.38,5.52,10,2.53
19-Oct-14,5.36,3.4,7.59,8.48
20-Oct-14,6.19,2.7,7.51,8.05
21-Oct-14,4.43,4.56,3.43,6.77
22-Oct-14,5.08,1.18,3.67,3.15
23-Oct-14,2.42,0.88,6.16,2.51
24-Oct-14,4.69,5.45,7.56,5.94
25-Oct-14,1.87,4.03,5.41,8.66
26-Oct-14,13.46,7.8,14.55,14.07
27-Oct-14,12.34,2.24,16.89,24.34
28-Oct-14,16.68,11.17,12.55,13.63
29-Oct-14,1.92,1.53,1.85,0.05
30-Oct-14,0.05,0.03,0,0
31-Oct-14,0,0,0,0
01-Nov-14,0,0,0,0
02-Nov-14,1.67,0.37,0.55,0
03-Nov-14,0.43,1.6,0.05,0.01
04-Nov-14,0,0,0,0
05-Nov-14,0,0,0,0
06-Nov-14,0,0,0,0
07-Nov-14,0,0.05,0,0
08-Nov-14,0,0,0,0
09-Nov-14,0.04,0,0,0
10-Nov-14,0,0,0,0.02
11-Nov-14,0.02,0.13,1.44,0.3
12-Nov-14,0.1,3.42,0.01,0.51
13-Nov-14,0.11,0.46,0.69,0.23
14-Nov-14,1.25,0.96,4.97,3.93
15-Nov-14,2.23,5.43,4.71,4.04
16-Nov-14,0,0,0.39,0.01
17-Nov-14,0.06,0,0.17,0
18-Nov-14,0,0,0,0
19-Nov-14,0.02,0,0,0
20-Nov-14,0,0,0,0
21-Nov-14,0.32,0,0,0
22-Nov-14,0,0,0,0
23-Nov-14,0.08,0,0,0
24-Nov-14,0.01,0,0,0
25-Nov-14,0,0,0,0
26-Nov-14,0,0,0,0
27-Nov-14,0,0,0,0
28-Nov-14,0.02,0,0,0
29-Nov-14,0.02,0,0,0
30-Nov-14,0,0,0,0
01-Dec-14,0.02,0,0,0
02-Dec-14,0.02,0,0,0
03-Dec-14,0,0,0,0
04-Dec-14,0,0,0,0
05-Dec-14,0,0,0,0
06-Dec-14,0,0,0,0
07-Dec-14,0,0,0,0
08-Dec-14,1.82,0.33,0.16,0
09-Dec-14,0.06,4,0,1.56
10-Dec-14,0.02,0.03,0,0
11-Dec-14,10.35,10.59,15.16,8.96
12-Dec-14,0.8,2.5,0.17,0.35
13-Dec-14,0.77,0.96,1.39,0.16
14-Dec-14,5.95,5.33,0.51,1.43
15-Dec-14,0.02,0.33,1.38,0.18
16-Dec-14,0.89,2.95,0.03,3.14
17-Dec-14,0,0,0,0
18-Dec-14,0,0,0,0
19-Dec-14,0.11,0,0,0
20-Dec-14,0.05,0,0.18,0
21-Dec-14,0,0,0,0
22-Dec-14,0,0,0,0
23-Dec-14,0,0,0,0
24-Dec-14,0,0,0,0
25-Dec-14,0,0,0,0
26-Dec-14,0,0,0,0
27-Dec-14,0,0,0,0
28-Dec-14,0,0,0,0
29-Dec-14,0,0,0,0
30-Dec-14,0.17,0.21,0,0.04
31-Dec-14,0.02,0.23,0,0
01-Jan-15,0.4,0,0.83,0
02-Jan-15,0,0.12,0,0
03-Jan-15,0,0,0.82,0
04-Jan-15,0,0,0,0
05-Jan-15,0,0,0,0
06-Jan-15,0,0,0,0
07-Jan-15,0,0,0,0
08-Jan-15,0,0,0,0
09-Jan-15,0,0,0,0
10-Jan-15,0,0,0,0
11-Jan-15,0,0,0,0
12-Jan-15,0,0,0,0
13-Jan-15,0,0,0,0
14-Jan-15,0,0,0,0
15-Jan-15,0,0,0,0
16-Jan-15,0,0,0,0
17-Jan-15,0,0,0,0
18-Jan-15,0,0,0,0
19-Jan-15,0,0,0,0
20-Jan-15,0,0,0,0
21-Jan-15,0.43,1.14,0,0.46
22-Jan-15,0,0,0,0
23-Jan-15,0,0,0,0
24-Jan-15,0,0,0,0
25-Jan-15,0,0,0,0
26-Jan-15,0,0,0,0
27-Jan-15,0,0,0,0
28-Jan-15,0,0,0,0
29-Jan-15,0,0,0,0
30-Jan-15,0,0,0,0
31-Jan-15,0,0,0,0
01-Feb-15,0,0,0,0
02-Feb-15,0,0,0,0
03-Feb-15,0,0,0,0
04-Feb-15,0,0,0,0
05-Feb-15,0,0,0,0
06-Feb-15,0,0,0,0
07-Feb-15,0,0,0,0
08-Feb-15,0,0,0,0
09-Feb-15,0,0,0,0
10-Feb-15,0,0,0,0
11-Feb-15,0,0,0,0
12-Feb-15,0,0,0,0
13-Feb-15,0,0,0,0
14-Feb-15,0,0,0,0
15-Feb-15,0,0,0,0
16-Feb-15,0,0,0,0
17-Feb-15,0,0,0,0
18-Feb-15,0,0,0,0
19-Feb-15,0,0.11,0,0
20-Feb-15,0,1.95,0,0
21-Feb-15,0,0,0,0
22-Feb-15,0,0,0,0
23-Feb-15,0,0,0,0
24-Feb-15,0,0,0,0
25-Feb-15,0,0,0,0
26-Feb-15,0,0,0,0
27-Feb-15,0,0,0,0
28-Feb-15,0.05,0.12,0,0
01-Mar-15,0.95,0,1.04,0.13
02-Mar-15,0.81,0.11,0.07,0.01
03-Mar-15,0.41,0,0.01,0
04-Mar-15,2.35,0.01,3.93,0.33
05-Mar-15,2.22,0.21,0.36,0.03
06-Mar-15,0.73,1.86,0,0.01
07-Mar-15,13.91,6.58,8.01,10.01
08-Mar-15,1.18,2.89,0.32,7.1
09-Mar-15,0.09,5.27,4.8,4.77
10-Mar-15,0,0.45,0,0.69
11-Mar-15,0,0,0,0
12-Mar-15,0,0,0,0
13-Mar-15,0,0,0,0
14-Mar-15,0,0,0,0
15-Mar-15,0.98,7.59,0,0.37
16-Mar-15,1.18,4.15,1.21,4.96
17-Mar-15,0,0.09,0,0.07
18-Mar-15,0,0,0,0
19-Mar-15,0,0,0,0
20-Mar-15,0,0,0,0
21-Mar-15,0,0,0,0
22-Mar-15,0,0,0,0
23-Mar-15,0,0,0,0
24-Mar-15,0,0,0,0
25-Mar-15,0,0,0,0
26-Mar-15,0,0,0,0
27-Mar-15,0,0,0,0
28-Mar-15,0,0,0,0
29-Mar-15,0,0.26,0,0.01
30-Mar-15,0,0,0,0
31-Mar-15,0,0.62,1.37,0.05
01-Apr-15,4.08,7.44,4.73,8.12
02-Apr-15,3.21,4.53,1.85,2.55
03-Apr-15,0.41,0.58,0.01,0.07
04-Apr-15,6.44,2.22,0.17,0
05-Apr-15,0,0.01,0.04,0
06-Apr-15,0.18,1.45,1.98,0.59
07-Apr-15,2.21,1.95,0,1.7
08-Apr-15,1.43,1.91,1.74,2.79
09-Apr-15,1.26,0.41,0,2.14
10-Apr-15,0,0.01,0.29,0.15
11-Apr-15,0.45,7.1,0.01,9.16
12-Apr-15,5.62,12.43,1.45,2.99
13-Apr-15,6.51,18.97,6.71,13.49
14-Apr-15,5.54,2.93,5.66,2.33
15-Apr-15,2.75,0.71,2.63,0.57
16-Apr-15,2.36,0.45,1.24,0.08
17-Apr-15,6.63,3.62,7.75,3.84
18-Apr-15,0.09,0,0.06,0.35
19-Apr-15,0.09,0.03,0,0
20-Apr-15,0.03,0,0,0.01
21-Apr-15,0,0.57,0,0
22-Apr-15,1.8,8.29,1.94,8.9
23-Apr-15,0.28,0.14,0.51,2.15
24-Apr-15,10.17,13.66,8.33,5.75
25-Apr-15,6.14,6.2,4.22,8.44
26-Apr-15,13.92,5.53,4.74,8.02
27-Apr-15,2.94,14.78,2.82,5.81
28-Apr-15,0,0,0,0.02
29-Apr-15,0.39,1.71,0.52,1.63
30-Apr-15,7.15,8.83,6.35,5.16
01-May-15,2.44,8.29,9.32,5.88
02-May-15,6.05,1.55,3.56,2.39
03-May-15,7.43,13.01,7.47,11.43
04-May-15,0.05,0.7,0.08,1.34
05-May-15,2.89,4.84,2.7,2.63
06-May-15,0.12,5.98,0,0.1
07-May-15,3.02,5.36,2.57,5.24
08-May-15,0.38,2.18,1.79,2.37
09-May-15,1.24,2.17,3.43,0.8
10-May-15,0.03,0,0.98,1.42
11-May-15,6.69,9.23,1.99,3.37
12-May-15,6.44,3.25,1.87,0.51
13-May-15,16.48,15.42,19,14.64
14-May-15,6.69,13.48,8.57,5.51
15-May-15,5.43,14.35,3.24,1.25
16-May-15,8.52,6.89,6.32,21.23
17-May-15,19.35,15.92,6.04,8.35
18-May-15,27.64,7.27,22.9,4.44
19-May-15,1.9,5.96,8.12,8.19
20-May-15,10.33,13.02,17.49,5.34
21-May-15,0.55,0.24,0.04,0.15
22-May-15,0,0,0,0
23-May-15,0,0,0,0
24-May-15,0,0,0.03,0.64
25-May-15,4.25,0.38,0.05,0
26-May-15,0,0,0,0
27-May-15,0,0,0,0
28-May-15,12.4,5.17,14.99,3.01
29-May-15,0.02,0.55,0.24,0.04
30-May-15,17.63,12.08,11.48,21.29
31-May-15,0.68,0,0.06,0
01-Jun-15,10.56,12.34,8.78,28.46
02-Jun-15,9.49,2.34,11.55,7.26
03-Jun-15,1.49,14.27,0.79,7.58
04-Jun-15,17.82,3.15,7.76,0.24
05-Jun-15,14.69,19.61,9,7.63
06-Jun-15,1.57,5.29,0.12,3.49
07-Jun-15,0.01,0.43,0,0
08-Jun-15,0.47,3.34,0.9,0.54
09-Jun-15,0.1,2.19,0.59,0.71
10-Jun-15,1.23,5.73,3.79,5.19
11-Jun-15,0.02,0,1.34,0.12
12-Jun-15,0.17,1.88,0.46,4.95
13-Jun-15,0.77,4.06,0.59,2.79
14-Jun-15,1.67,8.51,2.89,3.58
15-Jun-15,0.52,2.29,1.15,1.1
16-Jun-15,1.29,7.95,0.3,0.96
17-Jun-15,4.54,6.55,1.13,1.15
18-Jun-15,1.93,6.92,3.65,1.55
19-Jun-15,5.68,14.58,1.6,5.74
20-Jun-15,8.86,43.1,5.79,19.53
21-Jun-15,7.71,49.71,5.93,17.55
22-Jun-15,9.11,72.36,3.82,18.76
23-Jun-15,7.53,40.85,3.79,12.56
24-Jun-15,6.64,53.53,4.54,18.87
25-Jun-15,2.1,29.84,7.32,10.77
26-Jun-15,14.88,75.4,15.46,23.22
27-Jun-15,7.22,42.45,2.02,3.35
28-Jun-15,0.13,3.45,1.96,0.84
29-Jun-15,0.02,1.06,1.78,0.64
30-Jun-15,4.59,5.55,6.86,0.55
01-Jul-15,0.93,1.42,0.22,0.66
02-Jul-15,0.39,1.07,1.1,0.18
03-Jul-15,0.73,5.41,0.86,0.69
04-Jul-15,0.37,3.43,0.09,0.14
05-Jul-15,0.02,2.01,0.25,0.16
06-Jul-15,0,2.63,0,0.03
07-Jul-15,0.22,0.32,0.09,0.06
08-Jul-15,0.27,4.38,3.2,1.46
09-Jul-15,0.47,12.17,2.88,1.44
10-Jul-15,0.44,6.47,2.06,1.24
11-Jul-15,0.21,12.75,2.19,1.81
12-Jul-15,1.19,6.84,1.73,1.23
13-Jul-15,0.11,4.09,0.36,3.89
14-Jul-15,0.03,1.79,0.29,1.96
15-Jul-15,0.34,5.85,0.18,0.5
16-Jul-15,1.8,3.75,0.83,0.71
17-Jul-15,0.56,8.97,1.91,1.2
18-Jul-15,1.45,25.21,7.52,3.66
19-Jul-15,2.25,17.35,5.88,5.52
20-Jul-15,4.44,26.42,9.97,10.26
21-Jul-15,1.09,10.44,1.69,1
22-Jul-15,1.47,5.52,1.01,0.67
23-Jul-15,2.98,8.31,5.78,3.86
24-Jul-15,2.26,9.68,1.35,5.35
25-Jul-15,0.12,3.55,0.15,0.52
26-Jul-15,1.36,7.47,1.62,2.3
27-Jul-15,0.83,7.1,1.18,1.61
28-Jul-15,0.49,9.18,0.53,1.3
29-Jul-15,0,0.35,0.65,0.76
30-Jul-15,0,0.02,0.17,0.03
31-Jul-15,0,1.73,0.76,0.16
01-Aug-15,0.44,3.11,1.81,2.53
02-Aug-15,5.62,4.03,8.08,7.64
03-Aug-15,0.07,1.19,2.7,2.36
04-Aug-15,2.66,6.62,3.82,2.31
05-Aug-15,0.7,7.14,1.89,1.99
06-Aug-15,3.69,13.46,2.84,2.6
07-Aug-15,1.32,17.72,1.51,5.51
08-Aug-15,0.85,10.03,1.24,3.02
09-Aug-15,0.22,5.31,1.43,0.88
10-Aug-15,1.3,8.07,0.48,0.87
11-Aug-15,0.65,7.8,1.8,2.98
12-Aug-15,1.84,6.2,3.49,2.28
13-Aug-15,2.17,8.82,3.07,5.45
14-Aug-15,0.87,6.48,1.72,3.15
15-Aug-15,0.23,3.83,0.91,0.59
16-Aug-15,1.1,14,7.59,5.84
17-Aug-15,15.95,2.51,32.55,3.32
18-Aug-15,8.52,12.33,2.09,6.81
19-Aug-15,16.57,21.75,8.74,24.09
20-Aug-15,1.73,0.73,3.29,2.06
21-Aug-15,0.67,1.29,0.69,3.36
22-Aug-15,12.5,11.21,9.79,4.5
23-Aug-15,24.31,10.54,19.28,18.9
24-Aug-15,4.32,6.6,2.28,1.86
25-Aug-15,0.38,3.34,2.45,3.43
26-Aug-15,0,0.72,0.01,0
27-Aug-15,0.09,2.65,3.22,3.02
28-Aug-15,0.39,1.83,5.79,9.13
29-Aug-15,0,0.03,0,0
30-Aug-15,0.1,0.56,0.06,0.12
31-Aug-15,0.02,0.43,0.17,1.05
01-Sep-15,0,2.68,0.06,0.01
02-Sep-15,0.08,0.71,0,0.37
03-Sep-15,1,0.52,0.02,0
04-Sep-15,1.94,1.22,7.65,0.43
05-Sep-15,1.71,5.49,8.45,8.61
06-Sep-15,13.23,23.09,4.67,18.2
07-Sep-15,7.82,13.72,25.14,16.08
08-Sep-15,5.87,27.9,20.24,30.3
09-Sep-15,0.33,4.35,0.13,1.15
10-Sep-15,0.97,2.1,0.55,0.7
11-Sep-15,2.68,5.89,3.01,1.45
12-Sep-15,0.02,1.13,0,0.07
13-Sep-15,0.11,1.69,1.14,0.1
14-Sep-15,0.01,0.95,0,0.07
15-Sep-15,0.01,0.96,0.91,0.56
16-Sep-15,0.1,7.58,3.69,0.79
17-Sep-15,0.15,2.96,0,0.13
18-Sep-15,0.01,0.01,0.2,0.1
19-Sep-15,0.14,4.31,0.64,2.13
20-Sep-15,0.02,6.58,1.66,1.33
21-Sep-15,0.62,1.91,2.82,0.56
22-Sep-15,0,0.25,0,0.25
23-Sep-15,0.02,0.06,0.02,0.02
24-Sep-15,7.52,3.15,0.29,0.02
25-Sep-15,37.79,29.52,29.09,31.13
26-Sep-15,6.79,2.3,14.68,3.89
27-Sep-15,0.06,0.57,0.07,5.57
28-Sep-15,13.7,19.86,18.51,16.43
29-Sep-15,5.44,4.81,1.51,3.85
30-Sep-15,4.81,17.46,10.19,7.1
01-Oct-15,2.12,6.02,3.04,4.86
02-Oct-15,10.14,5.65,4.88,2.3
03-Oct-15,0.12,1.63,0.28,1.67
04-Oct-15,0.44,2.37,4.32,1.73
05-Oct-15,10.7,10.65,24.18,22.26
06-Oct-15,28.87,19.1,23.06,13.89
07-Oct-15,0.77,3.79,2.74,3.33
08-Oct-15,1.08,5.27,2.24,0.53
09-Oct-15,0.56,8.34,0.31,1.07
10-Oct-15,0.45,2.35,0.03,1.09
11-Oct-15,0.6,1.48,0.05,0.17
12-Oct-15,23.17,3.49,22.63,19.19
13-Oct-15,0.16,0.81,0.61,0.05
14-Oct-15,0,0,0,0.02
15-Oct-15,0,0,0,0
16-Oct-15,0,0,0,0
17-Oct-15,0,0.03,0,0
18-Oct-15,0,0,0,0.02
19-Oct-15,0.03,0,0,0.01
20-Oct-15,0.04,0.03,0.03,0.01
21-Oct-15,0,0.64,0.15,0.01
22-Oct-15,0,0.07,0,0.01
23-Oct-15,0,0,0,0
24-Oct-15,0,0,0,0
25-Oct-15,0,0,0,0
26-Oct-15,0,0,0,0
27-Oct-15,0,0,0,0.01
28-Oct-15,0.33,2.47,1.49,0.01
29-Oct-15,11.75,14.37,6.78,8.14
30-Oct-15,0.42,5.09,0.81,4.06
31-Oct-15,5.52,8.36,5.27,0.28
01-Nov-15,1.72,3.95,6.08,0.08
02-Nov-15,17.08,14.35,19.38,30.26
03-Nov-15,8.33,5.23,17.86,25.15
04-Nov-15,16.47,10.51,26.64,16.89
05-Nov-15,26.35,16.51,38.06,33.3
06-Nov-15,0.18,0.26,0,0
07-Nov-15,0.96,0.18,0,0
08-Nov-15,0.81,0.07,0.02,0
09-Nov-15,0.92,2,0,0
10-Nov-15,28.59,4.35,36.45,7.95
11-Nov-15,8.07,5.03,8.44,5.85
12-Nov-15,5.15,9.09,1.87,6.88
13-Nov-15,5.73,13.57,3.37,1.67
14-Nov-15,0.27,0.13,0,0.01
15-Nov-15,0.02,0.11,0,0
16-Nov-15,3.95,1.94,2.42,2.24
17-Nov-15,0.45,0.24,0.72,0.24
18-Nov-15,1.2,0.09,0.2,0
19-Nov-15,7.98,4.01,5.2,0.89
20-Nov-15,8.19,4.33,3.25,1
21-Nov-15,1.85,1.1,3.8,0.88
22-Nov-15,0.67,0.09,1.98,2
23-Nov-15,2.91,2.13,3.22,6.11
24-Nov-15,0.92,0.37,7.66,6
25-Nov-15,0.22,2.56,0,0.98
26-Nov-15,0,0,0,0
27-Nov-15,0,0,0,0
28-Nov-15,0,0.03,0,0
29-Nov-15,0,0,0,0
30-Nov-15,4.94,2.16,5.58,2.11
01-Dec-15,0.25,0.59,0.93,3.95
02-Dec-15,0.12,0.08,0.4,0.55
03-Dec-15,6.36,1.75,2.33,1.05
04-Dec-15,0,0,0.55,0.2
05-Dec-15,0,0,0,0
06-Dec-15,0.34,0,0.09,0
07-Dec-15,0.03,0,0,0
08-Dec-15,0.16,0,0,0
09-Dec-15,0.17,0,0.19,0
10-Dec-15,0.04,0,0.16,0
11-Dec-15,0.02,0,0,0
12-Dec-15,0.01,0.34,0,0
13-Dec-15,0.26,0.06,0,0
14-Dec-15,0.08,0,0,0.05
15-Dec-15,0.66,0.49,1.1,1.1
16-Dec-15,0.36,2.77,0,0.53
17-Dec-15,0,0,0,0
18-Dec-15,0,0,0,0
19-Dec-15,0,0,0,0
20-Dec-15,0.1,0,0,0
21-Dec-15,0,0,0,0
22-Dec-15,0,0,0,0
23-Dec-15,0,0,0,0
24-Dec-15,0,0,0,0
25-Dec-15,0,0,0,0
26-Dec-15,0,0,0,0
27-Dec-15,0,0,0,0
28-Dec-15,0,0,0,0
29-Dec-15,0,0,0,0
30-Dec-15,0,0,0,0
31-Dec-15,0,0,0,0
01-Jan-16,0,0,0,0
02-Jan-16,0,0,0,0
03-Jan-16,0,0,0,0
04-Jan-16,0,0,0,0
05-Jan-16,0,0,0,0
06-Jan-16,0,0,0,0
07-Jan-16,0,0,0,0
08-Jan-16,0,0,0,0
09-Jan-16,0,0,0,0
10-Jan-16,0,0,0,0
11-Jan-16,0,0,0,0
12-Jan-16,0,0,0,0
13-Jan-16,0,0,0,0
14-Jan-16,0,0,0,0
15-Jan-16,0,0,0,0
16-Jan-16,0,0,0,0
17-Jan-16,0,0,0,0
18-Jan-16,0,0,0,0
19-Jan-16,0.25,0.06,0.51,0.45
20-Jan-16,0.85,0.14,1.07,1.15
21-Jan-16,0,0,0.07,0.26
22-Jan-16,1.07,0.05,0.02,0
23-Jan-16,0,0,0,0
24-Jan-16,0,0,0,0
25-Jan-16,0.01,0,0,0
26-Jan-16,2.87,0.34,0,0
27-Jan-16,0.06,0,0,0
28-Jan-16,0,0,0,0
29-Jan-16,0,0,0,0
30-Jan-16,0,0,0,0
31-Jan-16,0,0,0,0
01-Feb-16,0,0,0,0
02-Feb-16,0,0,0,0
03-Feb-16,0,0,0,0
04-Feb-16,0,0,0,0
05-Feb-16,0,0,0,0
06-Feb-16,0,0,0,0
07-Feb-16,0,0,0,0
08-Feb-16,0,0,0,0
09-Feb-16,0,0,0,0
10-Feb-16,0,0,0,0
11-Feb-16,0.03,0.96,0.02,1.09
12-Feb-16,0.05,0.2,0.03,0.73
13-Feb-16,0,0,0,0.02
14-Feb-16,0,0,0,0
15-Feb-16,0,0,0,0
16-Feb-16,0,0,0,0
17-Feb-16,0,0,0,0
18-Feb-16,0,0,0,0
19-Feb-16,0,0,0,0
20-Feb-16,0,0,0,0
21-Feb-16,0,0,0,0
22-Feb-16,0,0,0,0
23-Feb-16,0,0,0,0
24-Feb-16,0,0,0,0
25-Feb-16,0.44,0.65,0,0.31
26-Feb-16,0.16,0.72,0.02,0.07
27-Feb-16,0,0.17,0,0
28-Feb-16,0,0,0,0
29-Feb-16,0.02,0,0,0
01-Mar-16,0,0,0,0
02-Mar-16,0,0,0,0
03-Mar-16,0,0,0,0
04-Mar-16,0,0,0,0
05-Mar-16,0,0,0,0
06-Mar-16,0,0,0,0
07-Mar-16,0,0,0,0
08-Mar-16,0,0.9,0,0
09-Mar-16,0,0,0,0
10-Mar-16,0,0,0,0
11-Mar-16,0,0,0,0
12-Mar-16,0,0,0,0
13-Mar-16,3.42,0.38,0,0
14-Mar-16,2.76,4.93,0,0.13
15-Mar-16,0.33,0.02,0.44,0.01
16-Mar-16,0.01,0,0,0
17-Mar-16,0,0,0,0
18-Mar-16,0,0,1.53,0
19-Mar-16,0,0,0.4,1.32
20-Mar-16,0,0.18,0.09,0
21-Mar-16,0,0,0,0
22-Mar-16,0,0,0,0
23-Mar-16,0,0.43,0,0
24-Mar-16,0,0.02,0,0
25-Mar-16,0,0.68,0,0
26-Mar-16,0,0,0,0
27-Mar-16,0,0,0,0
28-Mar-16,0,0,0,0
29-Mar-16,0,0,0,0
30-Mar-16,0.11,1.07,0,0
31-Mar-16,0.09,0.11,0.03,0.13
01-Apr-16,0,0,0,0.33
02-Apr-16,0.09,0.11,0.32,0.51
03-Apr-16,0,0.78,0.23,0.03
04-Apr-16,0.09,0,0,0
05-Apr-16,0,0.03,0,0
06-Apr-16,0.17,3.97,0.03,0
07-Apr-16,0.11,0,0,0
08-Apr-16,0.49,1.32,1.95,0.37
09-Apr-16,0.14,0,0,0.32
10-Apr-16,2.94,0.17,0.21,0.45
11-Apr-16,0.52,3.18,0.14,5.62
12-Apr-16,0,0.05,0,0.18
13-Apr-16,2.54,2.22,0.89,1.7
14-Apr-16,0,0,0,0
15-Apr-16,0.3,0.46,1.48,0.25
16-Apr-16,0.96,0.92,0.51,14.71
17-Apr-16,0.13,3.55,0,3.89
18-Apr-16,3.87,1.28,0.26,0.18
19-Apr-16,0,0,0,0
20-Apr-16,0.01,0,0,0
21-Apr-16,0.18,0,0,0.01
22-Apr-16,0.06,0.57,0,0.02
23-Apr-16,0,0,0.28,0
24-Apr-16,0,0,0,0
25-Apr-16,0.03,0,0,0
26-Apr-16,7.05,2.77,5.23,0.06
27-Apr-16,0.1,0.04,0,0
28-Apr-16,0,0.6,0,0
29-Apr-16,0,0,0,0
30-Apr-16,0,0,0,0
01-May-16,0.04,0.47,0,0.88
02-May-16,0.03,0,0,0
03-May-16,3.72,2.9,1.38,1.53
04-May-16,1.08,6.83,0.02,2.58
05-May-16,0.94,3.96,0,1.94
06-May-16,4.1,12.38,3.08,2.41
07-May-16,8.48,2.09,7.53,8.18
08-May-16,4.96,7.57,2.24,2.83
09-May-16,12.34,2.89,10.35,1.93
10-May-16,0,0.32,0,0.04
11-May-16,17.02,18.36,5.36,5.18
12-May-16,0.19,4.4,1.3,8.65
13-May-16,5.37,21.28,3.89,11.73
14-May-16,0.01,0.01,0.84,3.19
15-May-16,9.03,11.49,2.57,6.45
16-May-16,2.13,4.94,0.39,4.03
17-May-16,1.35,0.39,5.67,0.2
18-May-16,0.11,2.5,0.53,3.88
19-May-16,0.43,0.41,5.16,0.09
20-May-16,0.26,0.13,1.85,0.63
21-May-16,0.04,2.76,0.14,0.01
22-May-16,0,0,0,0
23-May-16,0,0,0,0
24-May-16,0,0,0,0
25-May-16,0.01,0.04,0.38,0.39
26-May-16,0.89,1.49,0.05,1.36
27-May-16,0,0.12,0.22,1.33
28-May-16,3.84,2.49,1.78,3.92
29-May-16,8.48,4.61,16.58,8.43
30-May-16,1.84,0.93,0.36,2.4
31-May-16,7.74,2.7,6.74,5.22
01-Jun-16,11.23,9.55,1.43,7.85
02-Jun-16,5.6,4.05,10.77,9.03
03-Jun-16,4.91,8.73,0.67,0.79
04-Jun-16,0.36,0.79,1.73,6.63
05-Jun-16,1.94,1.31,3.89,2.84
06-Jun-16,4.15,6.84,2.65,6.31
07-Jun-16,0.27,4.03,0.03,1.06
08-Jun-16,1.26,2.53,0.13,1.39
09-Jun-16,7.53,27.54,3.78,16.28
10-Jun-16,1.04,12.5,0.79,10.2
11-Jun-16,3.41,12.2,4.79,4.21
12-Jun-16,0.95,2.89,0.47,1.94
13-Jun-16,0.6,7.18,1.51,1.43
14-Jun-16,0.33,8.11,1.19,0.49
15-Jun-16,0.18,2.86,0.12,0.95
16-Jun-16,0.06,1.66,0.95,0.21
17-Jun-16,0.24,3.48,0.67,3.66
18-Jun-16,3.07,3.51,3.8,6.17
19-Jun-16,16.83,18.42,0.3,0.19
20-Jun-16,0.25,3.32,1.19,5.72
21-Jun-16,0.21,4.3,3.04,1.39
22-Jun-16,0.25,4.03,1.52,0.8
23-Jun-16,4.04,13.62,14.58,2.58
24-Jun-16,0.96,6.31,2.58,0.92
25-Jun-16,1.55,5.98,1.57,0.35
26-Jun-16,2.12,5.53,4.03,2.15
27-Jun-16,3.95,21.91,3.84,3.8
28-Jun-16,5.19,23.72,9.53,8.34
29-Jun-16,25.59,81.81,16.62,27.67
30-Jun-16,8.39,41.27,13.09,19.49
01-Jul-16,4.02,21.47,3.22,9.11
02-Jul-16,3.62,15.8,5.3,6.71
03-Jul-16,0.86,14.15,3.39,5.93
04-Jul-16,1.09,13.02,4.52,6.47
05-Jul-16,3.24,27.55,6.16,6.8
06-Jul-16,2.13,8.22,1.59,2.31
07-Jul-16,4.29,18.26,7.35,9.06
08-Jul-16,1.57,4.94,1.76,5.31
09-Jul-16,3.5,7.24,2.65,4.19
10-Jul-16,7.34,28.65,3.4,6.05
11-Jul-16,2.35,26.27,6.79,9.51
12-Jul-16,0.78,6.85,2.09,4.17
13-Jul-16,2.94,12.24,2.3,4.21
14-Jul-16,0.47,4,1.92,1.7
15-Jul-16,1.2,6.68,0.86,0.39
16-Jul-16,7.94,8.33,10.82,1.67
17-Jul-16,1.04,5.47,1.98,3.21
18-Jul-16,3.83,3.14,8.85,1.16
19-Jul-16,2.66,7.18,3.12,2.84
20-Jul-16,0.07,1.58,5.77,0.15
21-Jul-16,5.06,10.61,7.68,3.59
22-Jul-16,1.52,10.09,3.73,2.38
23-Jul-16,0.89,5.31,1.32,0.8
24-Jul-16,0.35,5.74,1.04,2.29
25-Jul-16,1.65,1.66,1.64,0.48
26-Jul-16,4.73,0.32,10.1,1.78
27-Jul-16,8.69,5.17,13.01,10.86
28-Jul-16,3.6,6.14,10.84,14.44
29-Jul-16,29.06,17.71,50.01,25.09
30-Jul-16,3.02,5.17,2.71,1.99
31-Jul-16,6.15,12.69,12.54,4.9
01-Aug-16,0.34,2.78,0.85,1.17
02-Aug-16,0.64,6.74,2.16,4.06
03-Aug-16,0.57,12.57,0.79,2.26
04-Aug-16,0.2,5.95,0.83,4.34
05-Aug-16,1.77,11.65,4.76,5.9
06-Aug-16,0.66,7.77,3.82,4.66
07-Aug-16,0.92,8.6,6.43,3.98
08-Aug-16,0.41,5.86,1.92,1.7
09-Aug-16,0.24,4.04,1.97,1.1
10-Aug-16,0.27,7.29,1.32,1.8
